abakaweishuangfuding 阿巴卡韦双夫定
kouchuangre 口疮热
kouchuangxingyanxiayan 口疮性咽峡炎
kouchunfagan 口唇发绀
kouchunpaozhen 口唇疱疹
kouchunwuzigan 口唇无紫绀
koudi 口底
koudicebuexingzhongliu 口底侧部恶性肿瘤
koudiexingzhongliu 口底恶性肿瘤
koudifengwozhiyan 口底蜂窝织炎
koudijiaodakuayuedeexingzhongliu 口底交搭跨越的恶性肿瘤
koudiliangxingzhongliu 口底良性肿瘤
koudiqianbuexingzhongliu 口底前部恶性肿瘤
kouekouchuang 口鹅口疮
koufu 口服
koufubiyunyaogaoxueya 口服避孕药高血压
koufubuye 口服补液
koufujireshiyan 口服激惹试验
koufukangjunyaowu 口服抗菌药物
koufutangwan 口服糖丸
koufuxiaoermabitangwan 口服小儿麻痹糖丸
koufuyao 口服药
koufuyimiao 口服疫苗
kougan 口干
kouganzheng 口干症
kouheyanshaoshang 口和咽烧伤
kouhoutianjixing 口后天畸形
kouhuxi 口呼吸
kouhuxiyinqidecuohe 口呼吸引起的错合
kouhuxizengshengxingyinyan 口呼吸增生性龈炎
koujitong 叩击痛
koujiahuaiju 口颊坏疽
koujiaochunyan 口角唇炎
koujiaoyan 口角炎
koujingbing 口镜柄
koujingtou 口镜头
koumibing 口糜病
koumianyundongzhangai 口面运动障碍
koumianzhi 口面指
kouneicuogouliu 口内错构瘤
kouneiyiwu 口内异物
kouqiantingexingzhongliu 口前庭恶性肿瘤
kouqiangbaibanbing 口腔白斑病
kouqiangbaisejiaohuabing 口腔白色角化病
kouqiangbenbu 口腔本部
kouqiangbianpingshiyou 口腔扁平湿疣
kouqiangbianpingtaixuan 口腔扁平苔癣
kouqiangbiaopiyangnangzhong 口腔表皮样囊肿
kouqiangbingduxingbaiban 口腔病毒性白斑
kouqiangcaihuazhuangrutouliubing 口腔菜花状乳头瘤病
kouqiangcangbai 口腔苍白
kouqiangdanchunpaozhen 口腔单纯疱疹
kouqiangdongtaiweidingdezhongliu 口腔动态未定的肿瘤
kouqiangexingzhongliu 口腔恶性肿瘤
kouqiangganran 口腔感染
kouqianghemianbudenangzhong 口腔颌面部的囊肿
kouqianghemianbuganran 口腔颌面部感染
kouqianghemianbuhoutianzijixinghequesun 口腔颌面部后天资畸形和缺损
kouqianghemianbujumacaozuofangfa 口腔颌面部局麻操作方法
kouqianghemianbunangzhong 口腔颌面部囊肿
kouqianghemianbusunshang 口腔颌面部损伤
kouqianghemianbusunshangdejijiuchuliyuanze 口腔颌面部损伤的急救处理原则
kouqianghemianbuzhongliu 口腔颌面部肿瘤
kouqianghemiancailiaomazuiyuzhentong 口腔颌面材料麻醉与镇痛
kouqianghemianwaikexue 口腔颌面外科学
kouqianghemianwailinchuangjiancha 口腔颌面外临床检查
kouqianghongbanbing 口腔红斑病
kouqianghoushangzheng 口腔厚上症
kouqiangjibing 口腔疾病
kouqiangjifaxingexingzhongliu 口腔继发性恶性肿瘤
kouqiangjianchapan 口腔检查盘
kouqiangjiaodakuayuedeexingzhongliu 口腔交搭跨越的恶性肿瘤
kouqiangjiehe 口腔结核
kouqiangjiepoushenglixue 口腔解剖生理学
kouqiangjubumazuijishu 口腔局部麻醉技术
kouqiangkaifangxingshangkou 口腔开放性伤口
kouqiangliangxingzhongliu 口腔良性肿瘤
kouqianglouguan 口腔瘘管
kouqiangmaozhuangnianmobaiban 口腔毛状粘膜白斑
kouqiangmaozhuangnianmobaibanbing 口腔毛状粘膜白斑病
kouqiangmeijunganran 口腔霉菌感染
kouqiangnangzhong 口腔囊肿
kouqiangnangzhongzhaichushu 口腔囊肿摘除术
kouqiangneilinbaguanliu 口腔内淋巴管瘤
kouqiangneinongzhong 口腔内脓肿
kouqiangneixueguanzengsheng 口腔内血管增生
kouqiangnianmoai 口腔粘膜癌
kouqiangnianmobaibanbing 口腔粘膜白斑病
kouqiangnianmobaibanzheng 口腔粘膜白斑症
kouqiangnianmobanwenleijibing 口腔粘膜斑纹类疾病
kouqiangnianmobiantaifanyingjibing 口腔粘膜变态反应疾病
kouqiangnianmobing 口腔粘膜病
kouqiangnianmochuxie 口腔粘膜出血
kouqiangnianmocijixingzengsheng 口腔粘膜刺激性增生
kouqiangnianmodapaoleijibing 口腔粘膜大疱类疾病
kouqiangnianmodapaoxingleitianpaochuang 口腔粘膜大疱性类天疱疮
kouqiangnianmodepingzhanggongneng 口腔粘膜的屏障功能
kouqiangnianmodeshisuanxingrouyazhong 口腔粘膜的嗜酸性肉芽肿
kouqiangnianmodeyouzhuanghuangliu 口腔粘膜的疣状黄瘤
kouqiangnianmoexingrouyazhong 口腔粘膜恶性肉芽肿
kouqiangnianmoexingzhongliu 口腔粘膜恶性肿瘤
kouqiangnianmohuaisixingkuiyang 口腔粘膜坏死性溃疡
kouqiangnianmokuiyang 口腔粘膜溃疡
kouqiangnianmoliangxingguodujiaohuabing 口腔粘膜良性过度角化病
kouqiangnianmonianyenangzhong 口腔粘膜粘液囊肿
kouqiangnianmorouyazhong 口腔粘膜肉芽肿
kouqiangnianmorouyazhongxingjibing 口腔粘膜肉芽肿性疾病
kouqiangnianmosesuyichang 口腔粘膜色素异常
kouqiangnianmoshangpizuzhi 口腔粘膜上皮组织
kouqiangnianmoxianweibianxing 口腔粘膜纤维变性
kouqiangnianmoxuezhong 口腔粘膜血肿
kouqiangnianmozengsheng 口腔粘膜增生
kouqiangnianyexiannangzhong 口腔粘液腺囊肿
kouqiangnianzhujunbing 口腔念珠菌病
kouqiangnianzhujunganranekouchuang 口腔念珠菌感染鹅口疮
kouqiangpaozhen 口腔疱疹
kouqiangpiyangnangzhong 口腔皮样囊肿
kouqiangqianbiaosunshang 口腔浅表损伤
kouqiangqianting 口腔前庭
kouqiangshanghedoulou 口腔上颌窦瘘
kouqiangshanghedoulouxiubushu 口腔上颌窦瘘修补术
kouqiangsunshangdehouyizheng 口腔损伤的后遗症
kouqiangweishengqingkuang 口腔卫生情况
kouqiangxiufuxue 口腔修复学
kouqiangxiufuxueshiyanjiuyongfuheshengliderengongxiufufangfaxiufukouqianghehemian 口腔修复学是研究用符合生理的人工修复方法修复口腔和颌面
kouqiangxueguanliu 口腔血管瘤
kouqiangyan 口腔炎
kouqiangyanxingzhongkuai 口腔炎性肿块
kouqiangyubei 口腔预备
kouqiangyuanweiai 口腔原位癌
kouqiangzaoxingshangpizengsheng 口腔灶性上皮增生
kouqiangzhengjixue 口腔正畸学
kouqiangzhongwu 口腔肿物
kouqiangzhongzhidefenzishengwuxuejichu 口腔种植的分子生物学基础
kouqiangzhongzhishoushu 口腔种植手术
kouqiangzuzhibinglixue 口腔组织病理学
koure 寇热
kourebanyoufeiyan 寇热伴有肺炎
koushetanbaozhe 口舌痰包者
koutibing 口蹄病
koutiyi 口蹄疫
koutong 叩痛
kouwaigong 口外弓
kouxinghongxibaozengduo 口形红细胞增多
kouyancebiexingzhongliu 口咽侧壁恶性肿瘤
kouyanexingzhongliu 口咽恶性肿瘤
kouyanhoubiexingzhongliu 口咽后壁恶性肿瘤
kouyanjiaodakuayuedeexingzhongliu 口咽交搭跨越的恶性肿瘤
kouyanxingfuxie 口炎性腹泻
kouzhenchengguoqingyin 叩诊呈过清音
kouzhoumamu 口周麻木
kouzhoupiyan 口周皮炎
kucaoganjun 枯草杆菌
kucaoganjunxingbaixuezheng 枯草杆菌性败血症
kucaore 枯草热
kuenteyouniwusibianxing 库恩特尤尼乌斯变性
kufoushixibaoganxingxingxibaorouliu 枯否氏细胞肝星形细胞肉瘤
kufusibing 库夫斯病
kugeerbeiweilande 库格尔贝韦兰德
kulishipinxue 库利氏贫血
kulubing 库鲁病
kuposhan 库珀疝
kushen 苦参
kuwen 库蚊
kuxiaomianrong 苦笑面容
kuxinkexingshizonghezheng 库欣柯兴氏综合征
kuxinzonghezheng 库欣综合征
kuxingrenyiwaizhongdu 苦杏仁意外中毒
kuadazonghezheng 夸大综合征
kuafuyongbing 胯腹痈病
kuaguobianyuanji 跨过边缘嵴 跨过边缘脊
kuasainasenlinbing 夸赛纳森林病
kuaxiaokebing 夸希奥科病
kuaisuxuejiangfanyingsuhuanzhuangkapianshiyan 快速血浆反应素环状卡片试验
kuanbanyoudatuijiyashang 髋伴有大腿挤压伤
kuanbuchuangshangxingqieduan 髋部创伤性切断
kuanbuhedatuiduochukaifangxingshangkou 髋部和大腿多处开放性伤口
kuanbuhedatuiqianbiaoxingsunshang 髋部和大腿浅表性损伤
kuanbujirouhejijiansunshang 髋部肌肉和肌腱损伤
kuanbujiyashang 髋部挤压伤
kuanbunongzhong 髋部脓肿
kuancuoshang 髋挫伤
kuanexingheisesuliu 髋恶性黑色素瘤
kuanexingzhouweishenjingzhongliu 髋恶性周围神经肿瘤
kuanguguzhe 髋骨骨折
kuangukaifangxingguzhe 髋骨开放性骨折
kuanguliangxingzhongliu 髋骨良性肿瘤
kuangunianyenangyan 髋骨粘液囊炎
kuanguanjiebantuowei 髋关节半脱位
kuanguanjiebing 髋关节病
kuanguanjiebinglixingtuowei 髋关节病理性脱位
kuanguanjiebuwending 髋关节不稳定
kuanguanjiehedatuishuipingdeduochujirouhejijiansunshang 髋关节和大腿水平的多处肌肉和肌腱损伤
kuanguanjiejijiansunshangdehouyizheng 髋关节肌腱损伤的后遗症
kuanguanjiejiatiguoda 髋关节假体过大
kuanguanjiejiatisongdong 髋关节假体松动
kuanguanjiejiatizhiruganran 髋关节假体植入感染
kuanguanjiejiehe 髋关节结核
kuanguanjieniushang 髋关节扭伤
kuanguanjieqiangying 髋关节强硬
kuanguanjieququluansuohoutianxing 髋关节屈曲挛缩后天性
kuanguanjietong 髋关节痛
kuanguanjietuowei 髋关节脱位
kuanguanjiewenluan 髋关节紊乱
kuanguanjieyan 髋关节炎
kuanguanjiezhihuanshu 髋关节置换术
kuanhedatuideqitaduochuqianbiaosunshang 髋和大腿的其他多处浅表损伤
kuanhedatuidesunshang 髋和大腿的损伤
kuanhedatuidongshangbanyouzuzhihuaisi 髋和大腿冻伤伴有组织坏死
kuanhedatuiduochuqianbiaosunshang 髋和大腿多处浅表损伤
kuanhedatuiduochusunshang 髋和大腿多处损伤
kuanhedatuiqitatezhidesunshang 髋和大腿其他特指的损伤
kuanhedatuiqianbiaodongshang 髋和大腿浅表冻伤
kuanhedatuishuipingdedayinjingmaisunshang 髋和大腿水平的大隐静脉损伤
kuanhedatuishuipingdeduoshenjingsunshang 髋和大腿水平的多神经损伤
kuanhedatuishuipingdeduoxueguansunshang 髋和大腿水平的多血管损伤
kuanhedatuishuipingdegushenjingsunshang 髋和大腿水平的股神经损伤
kuanhedatuishuipingdepiganjueshenjingsunshang 髋和大腿水平的皮感觉神经损伤
kuanhedatuishuipingdeqitashenjingsunshang 髋和大腿水平的其他神经损伤
kuanhedatuishuipingdeqitaxueguansunshang 髋和大腿水平的其他血管损伤
kuanhedatuishuipingdeweitezhishenjingsunshang 髋和大腿水平的未特指神经损伤
kuanhedatuishuipingdeweitezhixueguansunshang 髋和大腿水平的未特指血管损伤
kuanhedatuishuipingweitezhidechuangshangxingqieduan 髋和大腿水平未特指的创伤性切断
kuanhexiguanjiezhijianshuipingdechuangshangxingqieduan 髋和膝关节之间水平的创伤性切断
kuanhexiazhidufushishangchuwaihuaihezu 髋和下肢度腐蚀伤除外踝和足
kuanhexiazhidushaoshangchuwaihuaihezu 髋和下肢度烧伤除外踝和足
kuanhexiazhifushishangchuwaihuaihezu 髋和下肢腐蚀伤除外踝和足
kuanhexiazhishaoshangchuwaihuaihezu 髋和下肢烧伤除外踝和足
kuanhexiazhishendushaoshangchuwaihuaihezu 髋和下肢深度烧伤除外踝和足
kuanhexiazhizhishaoshangchuwaihuaihezu 髋和下肢肢烧伤除外踝和足
kuanheisesuxibaozhi 髋黑色素细胞痣
kuanhuamoyan 髋滑膜炎
kuanjiedizuzhiheruanzuzhiexingzhongliu 髋结缔组织和软组织恶性肿瘤
kuanjiedizuzhiliangxingzhongliu 髋结缔组织良性肿瘤
kuanjiehexinghuamoyan 髋结核性滑膜炎
kuanjiuguzhe 髋臼骨折
kuanjiuqiantu 髋臼前突
kuankaifangxingshangkou 髋开放性伤口
kuanliangxingzhongliu 髋良性肿瘤
kuanmuzhijuzhizonghezheng 宽拇指巨趾综合征
kuanpifuexingzhongliu 髋皮肤恶性肿瘤
kuanpifuliangxingzhongliu 髋皮肤良性肿瘤
kuanpifuyuanweiai 髋皮肤原位癌
kuanshuangcezhihuanshuhouzhuangtai 髋双侧置换术后状态
kuanyounianxingguruangubing 髋幼年型骨软骨病
kuanyuanweiheisesuliu 髋原位黑色素瘤
kuangbing 狂病
kuangbuchuxie 眶部出血
kuangbunangzhong 眶部囊肿
kuangbunianyenangzhong 眶部粘液囊肿
kuangdiguzhe 眶底骨折
kuangdongjingmailou 眶动静脉瘘
kuangfengwozhiyan 眶蜂窝织炎
kuanggongfei 矿工肺
kuanggongxiaochuan 矿工哮喘
kuangguguzhe 眶骨骨折
kuangguliangxingzhongliu 眶骨良性肿瘤
kuangjiayiwei 框架移位
kuangjianzonghezheng 眶尖综合征
kuangjingmaiquzhang 眶静脉曲张
kuanglou 眶瘘
kuangmiao 狂苗
kuangneichenjiuxingyiwu 眶内陈旧性异物
kuangneidongmaidongmailiu 眶内动脉动脉瘤
kuangneiexingzhongliu 眶内恶性肿瘤
kuangneijifaxingzhongliu 眶内继发性肿瘤
kuangneiliangxingxibaoliu 眶内良性细胞瘤
kuangneinongzhong 眶内脓肿
kuangneirouyazhong 眶内肉芽肿
kuangneishangpiyangnangzhong 眶内上皮样囊肿
kuangneixueguanliu 眶内血管瘤
kuangneixueshuanxingjingmaiyan 眶内血栓性静脉炎
kuangneixuezhong 眶内血肿
kuangneiyanxingjialiu 眶内炎性假瘤
kuangneiyiwu 眶内异物
kuangneizhanweixingbingbian 眶内占位性病变
kuangneizhongwu 眶内肿物
kuangquan 狂犬
kuangquanbing 狂犬病
kuangquanbingchunhuayimiao 狂犬病纯化疫苗
kuangquanbingdu 狂犬病毒
kuangquanbingmenzhen 狂犬病门诊
kuangquanbingmianyiqiudanbai 狂犬病免疫球蛋白
kuangquanbingyimiao 狂犬病疫苗
kuangquanyimiao 狂犬疫苗
kuangshangcuoshang 眶上挫伤
kuangshangliezonghezheng 眶上裂综合征
kuangshangshenjingtong 眶上神经痛
kuangsunshang 眶损伤
kuangwuzhidaixiewenluan 矿物质代谢紊乱
kuangxiajianxiganran 眶下间隙感染
kuangxiashenjingsunshang 眶下神经损伤
kuangxinxingrengejihuan 狂信性人格疾患
kuangzao 狂躁
kuangzaobuan 狂躁不安
kuangzhifangtuochui 眶脂肪脱垂
kuangzhoupiyan 眶周皮炎
kuangzhoushenjingexingzhongliu 眶周神经恶性肿瘤
kuangzhouweidongtaiweidingdezhongliu 眶周围动态未定的肿瘤
kuangzhouweishenjingliangxingzhongliu 眶周围神经良性肿瘤
kuangzuzhicuoshang 眶组织挫伤
kuihouqi 溃后期
kuilin 喹啉
kuinuotonglei 喹诺酮类
kuisheke 蝰蛇科
kuiyang 溃疡
kuiyangbingchuankong 溃疡病穿孔
kuiyangbingdeouxue 溃疡病的呕血
kuiyangfenzhiganjun 溃疡分枝杆菌
kuiyangfenzhiganjunganran 溃疡分支杆菌感染
kuiyanglinbaxianxingtulajunbing 溃疡淋巴腺型土拉菌病
kuiyangxingbiyan 溃疡性鼻炎
kuiyangxingchangyan 溃疡性肠炎
kuiyangxinghouyan 溃疡性喉炎
kuiyangxingjianyuanyan 溃疡性睑缘炎
kuiyangxingjiechangyan 溃疡性结肠炎
kuiyangxingjiechangyanxingguanjiebing 溃疡性结肠炎性关节病
kuiyangxingjingmaiyan 溃疡性静脉炎
kuiyangxingkouyan 溃疡性口炎
kuiyangxinglangchuang 溃疡性狼疮
kuiyangxingmanxinghuichangjiechangyan 溃疡性慢性回肠结肠炎
kuiyangxingmanxingxiaochangjiechangyan 溃疡性慢性小肠结肠炎
kuiyangxingmanxingzhichangyizhuangjiechangyan 溃疡性慢性直肠乙状结肠炎
kuiyangxingmoxingkouyan 溃疡性膜性口炎
kuiyangxingmoxingyayinyan 溃疡性膜性牙龈炎
kuiyangxingneizhi 溃疡性内痔
kuiyangxingnongpaobing 溃疡性脓疱病
kuiyangxingpifujiehe 溃疡性皮肤结核
kuiyangxingpifuyan 溃疡性皮肤炎
kuiyangxingsulijiehebing 溃疡性粟粒结核病
kuiyangxingwaizhi 溃疡性外痔
kuiyangxingxinneimoyan 溃疡性心内膜炎
kuiyangxingyanyan 溃疡性咽炎
kuiyangxingyidaoxibaoliuzonghezheng 溃疡性胰岛细胞瘤综合症
kuiyangxingyinyan 溃疡性龈炎
kuiyangxingzhi 溃疡性痔
kuiyinzheng 窥淫症
kunchongmeijie 昆虫媒介
kunchongshachongjideduxingxiaoying 昆虫杀虫剂的毒性效应
kunchongxingpiyan 昆虫性皮炎
kunchuangdewenti 困床的问题
kunjinbingdubing 昆金病毒病
kunkeshibingshuizhong 昆克氏病水肿
kunmingshengyansuo 昆明生研所
kuodacuo 扩大锉
kuodamianyiguihua 扩大免疫规划
kuodaningjiao 扩大凝胶
kuodaye 扩大液
kuodazhen 扩大针
kuodazhenceliangqi 扩大针测量器
kuorendaiexingzhongliu 阔韧带恶性肿瘤
kuorendailiangxingzhongliu 阔韧带良性肿瘤
kuorendailieshangzonghezheng 阔韧带裂伤综合征
kuorendainangzhong 阔韧带囊肿
kuorendainongzhong 阔韧带脓肿
kuorendaixuezhong 阔韧带血肿
kuosansuzhu 扩散宿主
kuosantujing 扩散途径
kuoyuejineinongzhong 括约肌内脓肿
kuozhangkong 扩张孔
kuozhangxueguan 扩张血管
laaineikeganyingbian 拉埃内克肝硬变
laheerkuiyang 拉合尔溃疡
lajiaolasu 辣椒辣素
lakeluosinaoyan 拉克罗斯脑炎
lalunxingshencaiaixiaozheng 拉伦型身材矮小症
lapian 蜡片
lashare 拉沙热
latekeliu 拉特克瘤
latekenangexingzhongliu 拉特克囊恶性肿瘤
latekenangjifaxingexingzhongliu 拉特克囊继发性恶性肿瘤
latekenangliangxingzhongliu 拉特克囊良性肿瘤
laxiantiao 蜡线条
laxinggongju 蜡型工具
layangjuequjuejiangzheng 蜡样倔曲倔强症
layangtoubao 拉氧头孢
layangyabaoganjunxingshiwuzhongdu 蜡样芽胞杆菌性食物中毒
laibainianzhishouming 賫百年之寿命
laibeiershishenjingweisuoyichuanxing 莱贝尔视神经萎缩遗传性
laidengmobiwusijiyingyangbuliang 莱登默比乌斯肌营养不良
laienniujie 莱恩纽结
laierdao 赖尔岛
laierdaoexingzhongliu 赖尔岛恶性肿瘤
laiershizonghezhengzhongduxingbiaopihuaisisongjie 莱尔氏综合征中毒性表皮坏死松解
laierzonghezheng 莱尔综合征
laifensitanzonghezheng 赖芬斯坦综合征
laigekaerweipeiertesi 莱格卡尔韦佩尔特斯
lailidai 赖利戴
laimubing 莱姆病
laimubingguanjieyan 莱姆病关节炎
laimubingyinqideduoshenjingbing 莱姆病引起的多神经病
laimuwayezonghezheng 莱穆瓦耶综合征
lainashibing 莱纳氏病
laishinihanzonghezheng 莱施尼汉综合征
laishizonghezheng 赖氏综合征
laisudeduxingxiaoying 来苏的毒性效应
laisuer 来苏儿
laisuyiwaizhongdu 来苏意外中毒
laisuzhongdu 来苏中毒
laiteerniaodaoyanjiemoyanguanjieyanzonghezheng 莱特尔尿道炎结膜炎关节炎综合征
laitewudeaoerbulaitezonghezheng 莱特伍德奥尔布赖特综合征
laizeteleilatebing 莱泽特雷拉特病
lanbobianmaochongbing 兰伯鞭毛虫病
landaokeleshinazonghezheng 兰道克勒失纳综合征
landingbing 烂疔病
langumozonghezheng 蓝鼓膜综合征
lanhoushabing 烂喉痧病
lanjia 蓝甲
lanlvzao 蓝绿藻
lansebaineizhang 蓝色白内障
lansegongmo 蓝色巩膜
lansegumo 蓝色鼓膜
lanshijiadibianmaochongbing 蓝氏贾第鞭毛虫病
lanweibaokuai 阑尾包块
lanweicanduanyan 阑尾残端炎
lanweichuankong 阑尾穿孔
lanweiexingzhongliu 阑尾恶性肿瘤
lanweihuichongbing 阑尾蛔虫病
lanweijiaojieexingzhongliu 阑尾交界恶性肿瘤
lanweijieshi 阑尾结石
lanweileiai 阑尾类癌
lanweiliangxingzhongliu 阑尾良性肿瘤
lanweilou 阑尾瘘
lanweinangzhong 阑尾囊肿
lanweinongzhong 阑尾脓肿
lanweipolie 阑尾破裂
lanweiqishi 阑尾憩室
lanweiqiechushuhoushangkouliekai 阑尾切除术后伤口裂开
lanweiqiekoushan 阑尾切口疝
lanweitaodie 阑尾套叠
lanweixuexichongbing 阑尾血吸虫病
lanweiyan 阑尾炎
lanweiyanbannongzhong 阑尾炎伴脓肿
lanweiyanhoufumoyan 阑尾炎后腹膜炎
lanweiyanyiwei 阑尾炎异位
lanweizhouweinongzhong 阑尾周围脓肿
lanweizhouweiyan 阑尾周围炎
lanweizuzhizengsheng 阑尾组织增生
lanxinzaosuanyanyinmocai 兰馨藻酸盐印模材
lanzhi 蓝痣
lanzhoushengwuzhipinyanjiusuo 兰州生物制品研究所
lanzhoushengyansuo 兰州生研所
langchuangdaishiyan 狼疮带试验
langchuangfa 狼疮发
langchuangkangningwuzhi 狼疮抗凝物质
langchuangxingfeibingbian 狼疮性肺病变
langchuangxingfeiyan 狼疮性肺炎
langchuangxingjisuibingbian 狼疮性脊髓病变
langchuangxingjiangmoyan 狼疮性桨膜炎
langchuangxingnaoyan 狼疮性脑炎
langchuangxingshenjingyan 狼疮性神经炎
langchuangxingshenyan 狼疮性肾炎
langchuangxingxinbaoyan 狼疮性心包炎
langchuangxingxinjibing 狼疮性心肌病
langchuangxingzhimoyan 狼疮性脂膜炎
langchuangxingzhouweishenjingbing 狼疮性周围神经病
langchuangzhimoyan 狼疮脂膜炎
langchuangzhuangganyan 狼疮状肝炎
langdiaosileweibobing 朗迪奥斯勒韦伯病
langduqiderelinajirouweisuomianjiangong 朗杜齐德热里纳肌肉萎缩面肩肱
langduqiderelinajiyingyangbuliang 朗杜齐德热里纳肌营养不良
langgehansixibao 朗格汉斯细胞
langgehansiyidaoexingzhongliu 朗格汉斯胰岛恶性肿瘤
langgehansiyidaojifaxingexingzhongliu 朗格汉斯胰岛继发性恶性肿瘤
